00000222) perceptual - 91.11780; gen_gan - 0.53094; feature_matching - 3.99934; equivariance_value - 0.28016; equivariance_jacobian - 0.51552; kp_distance - 1.09630; verilight - 0.41201; disc_gan - 0.31058
00000223) perceptual - 91.03845; gen_gan - 0.52088; feature_matching - 3.96759; equivariance_value - 0.27392; equivariance_jacobian - 0.50796; kp_distance - 1.20381; verilight - 0.43227; disc_gan - 0.31598
00000224) perceptual - 90.58224; gen_gan - 0.51981; feature_matching - 3.92655; equivariance_value - 0.27277; equivariance_jacobian - 0.50418; kp_distance - 1.08402; verilight - 0.39937; disc_gan - 0.31253
00000225) perceptual - 94.13863; gen_gan - 0.52388; feature_matching - 4.08045; equivariance_value - 0.28566; equivariance_jacobian - 0.51962; kp_distance - 1.06455; verilight - 0.49201; disc_gan - 0.29911
00000226) perceptual - 89.86340; gen_gan - 0.52954; feature_matching - 4.01519; equivariance_value - 0.28004; equivariance_jacobian - 0.50953; kp_distance - 1.10730; verilight - 0.41921; disc_gan - 0.30184
00000227) perceptual - 90.54719; gen_gan - 0.51682; feature_matching - 3.95654; equivariance_value - 0.28903; equivariance_jacobian - 0.51750; kp_distance - 1.08233; verilight - 0.46496; disc_gan - 0.32537
00000228) perceptual - 92.29114; gen_gan - 0.53755; feature_matching - 4.03278; equivariance_value - 0.28429; equivariance_jacobian - 0.49554; kp_distance - 1.09333; verilight - 0.44275; disc_gan - 0.30945
00000229) perceptual - 89.43812; gen_gan - 0.53949; feature_matching - 3.93787; equivariance_value - 0.29328; equivariance_jacobian - 0.49427; kp_distance - 1.09460; verilight - 0.46445; disc_gan - 0.31379
00000230) perceptual - 91.65209; gen_gan - 0.52897; feature_matching - 4.03309; equivariance_value - 0.25916; equivariance_jacobian - 0.46656; kp_distance - 1.10984; verilight - 0.49803; disc_gan - 0.31133
00000231) perceptual - 90.47614; gen_gan - 0.53191; feature_matching - 3.96682; equivariance_value - 0.28025; equivariance_jacobian - 0.48983; kp_distance - 1.07852; verilight - 0.51244; disc_gan - 0.30406
